numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tpaquete1	tpaquete2	tpaquete7	tpaquete9	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	mdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_trx	mautoservicio	ctarjeta_visa	ctarjeta_visa_trx	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_trx	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mtarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_trx	thomebanking	chomebanking_trx	ccajas_trx	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria
4605422	201806	1	0	1	68	263	4970.13	55568.4	2251.51	-671.91	2995.52	8	1	0	0	0	1	1	0	0	2	160616.67	0	139.12	1.17	161900.61	2	2	4396.86	1	39	37529.82	1	1	12210.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1803.75	13	11489.89	0	0	0	0	1	48825.73	0	0	1		0	0	1	656.06	14	2251.51	0	0	0	0	0	0	0	0	0	0	0	12	246147.91	3	24994.71	0	0	0	0	1	1	1	43	1	1	0	3	0	0	0	0	0	181			0	0	31590	-1613		12213.08	12213.08	0	0	0	35100	0	0	3	0	-1518.37	0	587	0	0	0	479.7	0	0	50544	-1613		32076.01	37496.39	32.53	13640.14	1.15	56160	0	0	3	0	-22192.23	11.67	4616	13640.14	16	0	1825.2	CONTINUA
4605422	201807	1	0	1	68	264	6385.84	56642.29	2326.33	-918.14	4387.81	8	1	0	0	0	1	1	0	0	2	202936.55	0	131.8	1.17	264375.87	2	4	9284.05	1	32	34273.96	1	1	12210.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1803.75	15	12489.83	0	0	0	0	10	118469.12	1	369.39	0	0	0	0	1	656.06	17	2326.33	0	0	0	0	0	0	0	0	0	0	0	11	498596.14	1	6282.23	0	0	0	0	0	0	1	59	1	0	0	2	0	0	0	0	0	196			0	0	31590	-1582		12210.51	12210.51	0	0	0	35100	0	0	6	0	-12213.08	0	618	0	0	0	479.7	0	0	50544	-1582		29299.75	34248.96	31.74	12521.58	1.15	56160	0	0	6	0	-37528.14	1.15	4647	12521.58	16	0	1638	CONTINUA
4605422	201808	1	0	1	68	265	5232.7	57027.55	1745.27	-604.29	3585	8	1	0	0	0	1	1	0	0	2	213969.85	0	178.96	1.17	252556.69	2	4	10409.43	1	31	34904.36	1	2	13018.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	47507.56	13	14210.93	0	0	0	0	3	100427.55	0	0	0	0	0	0	1	656.06	14	1745.27	0	0	0	0	0	0	0	0	0	0	0	23	369984.33	2	14867.19	0	0	0	0	0	0	1	33	1	0	0	3	0	0	0	0	0	187			0	0	31590	-1551		13018.05	13018.05	0	0	0	35100	0	0	2	0	-12210.51	0	649	0	0	0	561.6	0	0	50544	-1551		29840.33	34869.63	43.54	15106.15	1.15	67392	0	0	2	0	-34292.51	1.15	4678	15106.15	16	0	1696.5	CONTINUA
4605422	201809	1	0	1	68	266	6128.08	58415.19	1798.95	291.47	3408.64	8	1	0	0	0	1	1	0	0	2	162998.08	0	197.13	1.17	36927.42	2	4	15391.74	1	31	79323.9	1	2	2679.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	47689.34	15	17679.77	0	0	0	0	6	147314.98	0	0	0	0	0	0	1	656.06	16	1798.95	0	0	0	0	0	0	0	0	0	0	0	15	186706	0	0	0	0	0	0	0	0	1	63	1	0	0	1	0	0	0	0	0	187			0	0	31590	-1521		2679.53	2679.53	0	1872	0	35100	0	0	4	0	-13018.05	0	679	1872	1	0	152.1	0	0	50544	-1521		66479.81	26297.77	51483.6	72427.84	1296.81	56160	0	0	4	0	-34915.61	1.15	4708	72427.84	19	0	26652.6	CONTINUA
4605422	201810	1	0	1	69	267	5039.62	60725.36	1410.97	552.57	2548.84	7	1	0	0	0	1	1	0	0	2	126242.59	0	174.48	1.17	164538.17	4	2	6266.73	1	39	46705.7	1	1	807.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	72597.09	15	10588.54	0	0	0	0	6	90430.38	0	0	0	0	0	0	1	647.92	14	1410.97	0	0	0	0	0	0	0	0	0	0	0	16	504658.44	2	38267.19	0	0	0	0	1	8	1	60	0	0	0	0	0	0	0	0	0	187			0	0	140851.91	-1490		807.53	807.53	0	0	0	156502.12	0	0	0	0	-2679.53	0	710	0	0	0	70.2	0	0	140851.91	-1490		39926.36	46672.52	41.31	35953.78	1.15	156502.12	0	0	0	0	-72555.21	1296.81	4739	35953.78	25	0	2129.4	CONTINUA
4605422	201811	1	0	1	69	268	3506.6	57248.11	1325.09	-1044.44	2908.98	9	1	0	0	0	1	1	0	0	2	78913.22	0	-1685.1	1.17	146940.67	3	1	2996.91	1	40	128164.57	1	2	1461.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	72597.09	15	15333.93	0	0	0	0	4	124106.69	0	0	0	0	0	0	1	647.92	13	1235.37	1	1	2344.68	0	0	0	0	0	0	0	0	10	218812.7	0	0	0	0	0	0	0	0	1	54	1	0	2	2	0	0	0	0	0	194			0	0	150138.17	-1460		1461.45	807.53	653.92	653.93	17.19	166820.2	0	0	2	0	-807.53	0	740	653.93	1	0	105.3	0	0	150138.17	-1460		109550.36	26026.57	102147.34	118522.57	2686.55	166820.2	0	0	2	0	-46716.56	1.15	4769	118522.57	29	0	5522.4	CONTINUA
4605422	201812	1	0	1	69	269	7054.47	58790.47	1408.46	-325.94	5151.59	9	1	0	0	0	1	1	0	-598.06	2	88007.08	0	17014.38	1.17	41933.74	3	2	5714.59	1	33	87645.76	1	1	807.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	73054.13	15	15588.55	0	0	0	0	7	60773.22	0	0	0	0	0	0	1	647.92	12	1408.46	1	1	2152.8	0	0	0	0	0	0	0	0	8	176132.85	1	7224.75	0	0	0	0	0	0	1	69	1	0	1	0	0	0	0	0	0	203			0	0	151237.12	-1429		807.53	807.53	0	0	0	168041.25	0	0	5	0	-1466.25	17.19	771	0	0	0	70.2	0	0	151237.12	-1429		75049.2	87539.59	267.96	77817.24	10.49	168041.25	0	0	5	0	-128921.59	2686.55	4800	77817.24	26	0	3931.2	CONTINUA
4605422	201901	1	0	1	69	270	3224.09	57378.73	2772.64	-3185.62	3571.48	10	1	0	0	0	1	1	0	0	2	54621.22	0	5.19	1.17	47503.64	3	1	2414.88	1	31	31986.7	1	3	1069.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	29068.65	18	18819.82	1	68.97	0	0	5	10365.29	0	0	0	0	0	0	1	647.92	16	2772.64	0	0	0	0	0	0	0	0	0	0	0	10	167888.26	2	48175.74	0	0	0	0	1	1	1	34	1	0	1	0	0	0	0	0	0	201			0	0	146241.95	-1398		1069.55	1069.55	0	68.97	0	162491.06	0	0	1	0	-807.53	0	802	68.97	1	0	93.6	0	0	146241.95	-1398		104972.67	121227.35	1590.67	21697.48	42.95	162491.06	0	0	1	0	-3931.2	0	4831	21697.48	23	0	11664.9	CONTINUA
4605422	201902	1	0	1	69	271	7437.03	61177.68	1723.24	2562.51	2321.07	10	1	0	0	0	1	1	0	0	2	47462.47	0	5.47	1.17	68959.29	3	2	5042.96	1	35	37664.94	1	3	1069.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	47242.01	15	17358.26	1	68.97	0	0	4	78424.22	0	0	0	0	0	0	1	647.92	14	1723.24	0	0	0	0	0	0	0	0	0	0	0	14	221022.36	1	8026.2	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	191			0	0	153994.53	-1370		1069.55	1069.55	0	68.97	0	171105.03	0	0	1	0	-1069.55	0	830	68.97	1	0	93.6	0	0	153994.53	-1370		32482.99	37732.25	272.84	29001.96	6.99	171105.03	0	0	1	0	-122911.01	0	4859	29001.96	23	0	1895.4	CONTINUA
4605422	201903	1	0	1	69	272	5283.55	63148.45	1784.72	-638.3	3628.75	10	1	0	0	0	1	1	0	0	2	68304.49	0	6.08	1.17	99179.88	3	2	5520.06	1	33	30477.16	1	4	3824.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	22334.25	16	15650.48	1	68.97	0	0	5	191090.41	0	0	0	0	0	0	1	647.92	14	1784.72	0	0	0	0	0	0	0	0	0	0	0	16	259277.18	1	8026.2	0	0	0	0	0	0	1	27	1	0	1	1	0	0	0	0	0	182			0	0	172283.96	-1339		3824.32	3824.32	0	2823.73	0	191426.62	0	0	4	0	-1069.55	0	861	2823.73	2	0	210.6	0	0	172283.96	-1339		26105.6	30238.29	305.25	23922.26	6.99	191426.62	0	0	4	0	-38037.51	6.99	4890	23922.26	22	0	1333.8	CONTINUA
4605422	201904	1	0	1	69	273	6644.13	65773.58	1752.29	-537.61	4718.67	10	1	0	0	0	1	1	0	0	2	119779.17	0	6.17	1.17	137970.99	3	2	5880.58	1	30	24954.6	1	3	1069.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	22452.42	0	0	1	68.97	0	0	1	67537.53	0	0	0	0	0	0	1	647.92	14	1752.29	0	0	0	0	0	0	0	0	0	0	0	12	315781.49	2	31426.2	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	181			0	0	202176	-1309		1069.55	1069.55	0	68.97	0	224640	0	0	-1	0	-3824.32	0	891	68.97	1	0	93.6	0	0	202176	-1309		21384.16	24711.55	307.9	18790.89	6.99	224640	0	0	-1	0	-30546.21	6.99	4920	18790.89	21	0	1111.5	CONTINUA
4605422	201905	1	0	1	69	274	0	0	0	0	0	10	1	0	0	0	1	1	0	0	2	112679.38	0	6.29	1.17	93911.1	3	0	0	1	31	59191.45	1	3	1104.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	22452.42	15	15725.72	1	103.43	0	0	5	124799.48	0	0	0	0	0	0	1	647.92	0	0	0	0	0	0	0	0	0	0	0	0	0	12	355302.55	4	47806.2	0	0	0	0	0	0	1	12	1	0	0	3	0	0	0	0	0	195			0	0	202176	-1278		1104.02	1104.02	0	103.43	0	224640	0	0	2	0	-1069.55	0	922	103.43	1	0	93.6	0	0	202176	-1278		50644.89	58942.83	311.68	56109.17	6.99	224640	0	0	2	0	-25023.25	6.99	4951	56109.17	26	0	2503.8	CONTINUA
4605422	201906	1	0	1	69	275	4847.43	67275.43	1507.91	-1321.24	4175.53	10	1	0	0	0	1	1	0	0	2	42744.24	0	4.96	1.17	2250.62	3	1	2994.4	1	30	33019.88	1	2	296.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	47196.73	13	14077.49	1	103.43	0	0	1	68968.49	0	0	0	0	0	0	1	647.92	14	1507.91	0	0	0	0	0	1	19819.8	5	70200	0	0	9	220351.95	2	22066.2	1	2731.95	1	8026.2	0	0	1	6	1	0	1	0	0	0	0	0	0	194			0	0	202176	-1248		296.48	296.48	0	103.43	0	224640	0	0	4	0	-1104.02	0	952	103.43	1	0	23.4	0	0	202176	-1248		28521.64	31748.16	1622.15	25562.28	37.98	224640	0	0	4	0	-59241.59	6.99	4981	25562.28	24	0	1731.6	CONTINUA
4605422	201907	1	0	1	69	276	1639.7	62529.29	1912.4	-1320.77	1087.7	10	1	0	0	0	1	1	0	-1.28	2	933.02	0	2.04	1.17	-17.91	3	0	0	1	47	68613.38	1	1	103.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1179.36	15	16322.75	1	103.43	0	0	0	0	0	0	0	0	0	0	1	647.92	12	1912.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	178	0	0	0	0	202176	-1217		103.43	103.43	0	103.43	0	224640	0	0	0	0	-296.48	0	983	103.43	1	0	0	0	0	202176	-1217		58690.09	68357.03	310.36	51744.51	6.99	224640	0	0	0	0	-33447.26	37.98	5012	51744.51	31	0	2948.4	CONTINUA
4605422	201908	1	0	1	69	277	1217.18	58513.77	2177.95	-1757.1	935.93	10	1	0	0	0	1	1	0	-160.17	2	0	0	2.76	1.17	-910.21	3	0	0	1	39	46388.82	1	1	103.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13	15414.53	1	103.43	0	0	0	0	0	0	0	0	0	0	1	647.92	12	2177.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	134	1	18	0	0	202176	-1186		103.43	103.43	0	103.43	0	224640	0	0	3	0	-103.43	0	1014	103.43	1	0	0	0	0	202176	-1186		38418.59	44544.64	405.1	28637.13	6.99	224640	0	0	3	0	-70278.35	6.99	5043	28637.13	22	0	549.9	CONTINUA
4605422	201909	1	0	1	69	278	2013.55	54399.24	2374.51	-1038.67	730.16	10	1	0	0	0	1	1	0	-1100.05	2	0	0	2.69	1.17	-1815.45	3	0	0	1	36	34234.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13	16702.22	0	0	0	0	0	0	0	0	0	0	0	0	1	647.92	12	2374.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	99	0	0	0	0	202176	-1156		0	0	0	0	0	224640	0	0	5	0	-103.43	0	1044	0	0	0	0	0	0	202176	-1156		29249.42	33821.55	400.26	21100.08	6.99	224640	0	0	5	0	-45039.47	6.99	5073	21100.08	18	0	1626.3	CONTINUA
